state,county,state_code,county_code,year_span,measure_name,measure_id,rate
LA,Vernon Parish,22,115,2008,Adult obesity,11,34
KS,Sumner County,20,191,2009,Adult obesity,11,34
KS,Stevens County,20,189,2010,Adult obesity,11,34
AK,Skagway-Hoonah-Angoon Census Area,2,232,2007,Adult obesity,11,34
LA,Natchitoches Parish,22,69,2008,Adult obesity,11,34
SD,Tripp County,46,123,2010,Adult obesity,11,34
KY,Bourbon County,21,17,2007,Adult obesity,11,34
MS,Quitman County,28,119,2004,Adult obesity,11,34
TX,Grimes County,48,185,2009,Adult obesity,11,34
MO,Lewis County,29,111,2010,Adult obesity,11,34
MO,Lewis County,29,111,2009,Adult obesity,11,34
ND,Rolette County,38,79,2004,Adult obesity,11,34
KY,Powell County,21,197,2008,Adult obesity,11,34
KY,Powell County,21,197,2007,Adult obesity,11,34
LA,Avoyelles Parish,22,9,2008,Adult obesity,11,34
MS,Prentiss County,28,117,2009,Adult obesity,11,34
OK,Choctaw County,40,23,2009,Adult obesity,11,34
MI,Iosco County,26,69,2009,Adult obesity,11,34
MI,Ionia County,26,67,2010,Adult obesity,11,34
MI,Ionia County,26,67,2009,Adult obesity,11,34
ND,McKenzie County,38,53,2009,Adult obesity,11,34
KS,Barton County,20,9,2010,Adult obesity,11,34
KS,Barton County,20,9,2009,Adult obesity,11,34
KS,Barber County,20,7,2009,Adult obesity,11,34
KY,Edmonson County,21,61,2009,Adult obesity,11,34
KS,Phillips County,20,147,2009,Adult obesity,11,34
KS,Pawnee County,20,145,2009,Adult obesity,11,34
MO,Vernon County,29,217,2009,Adult obesity,11,34
AR,Craighead County,5,31,2010,Adult obesity,11,34
AR,Columbia County,5,27,2010,Adult obesity,11,34
MO,Texas County,29,215,2010,Adult obesity,11,34
IA,Keokuk County,19,107,2010,Adult obesity,11,34
LA,De Soto Parish,22,31,2008,Adult obesity,11,34
KY,McCreary County,21,147,2007,Adult obesity,11,34
KY,Marion County,21,155,2009,Adult obesity,11,34
NE,Hitchcock County,31,87,2010,Adult obesity,11,34
ND,Sioux County,38,85,2004,Adult obesity,11,34
AK,Prince of Wales-Outer Ketchikan Census Area,2,201,2010,Adult obesity,11,34
AK,Prince of Wales-Outer Ketchikan Census Area,2,201,2008,Adult obesity,11,34
AK,Prince of Wales-Outer Ketchikan Census Area,2,201,2007,Adult obesity,11,34
MO,Johnson County,29,101,2009,Adult obesity,11,34
LA,St. James Parish,22,93,2008,Adult obesity,11,34
KY,Boyd County,21,19,2010,Adult obesity,11,34
KY,Boyd County,21,19,2008,Adult obesity,11,34
GA,Randolph County,13,243,2008,Adult obesity,11,34
KY,Cumberland County,21,57,2010,Adult obesity,11,34
TX,Cherokee County,48,73,2010,Adult obesity,11,34
MI,Wayne County,26,163,2010,Adult obesity,11,34
MI,Wayne County,26,163,2009,Adult obesity,11,34
MI,Wayne County,26,163,2008,Adult obesity,11,34
TN,Benton County,47,5,2010,Adult obesity,11,34
TN,Bedford County,47,3,2009,Adult obesity,11,34
TN,Carter County,47,19,2008,Adult obesity,11,34
DE,Kent County,10,1,2010,Adult obesity,11,34
OK,Carter County,40,19,2009,Adult obesity,11,34
OK,Choctaw County,40,23,2010,Adult obesity,11,34
KS,Brown County,20,13,2010,Adult obesity,11,34
IA,Delaware County,19,55,2010,Adult obesity,11,34
LA,Ouachita Parish,22,73,2010,Adult obesity,11,34
OH,Brown County,39,15,2009,Adult obesity,11,34
TX,Anderson County,48,1,2010,Adult obesity,11,34
TN,Wilson County,47,189,2010,Adult obesity,11,34
MI,Jackson County,26,75,2010,Adult obesity,11,34
MI,Iosco County,26,69,2010,Adult obesity,11,34
TN,Crockett County,47,33,2009,Adult obesity,11,34
GA,Screven County,13,251,2010,Adult obesity,11,34
MS,Panola County,28,107,2008,Adult obesity,11,34
MS,Panola County,28,107,2007,Adult obesity,11,34
MS,Oktibbeha County,28,105,2006,Adult obesity,11,34
WV,Summers County,54,89,2009,Adult obesity,11,34
LA,Plaquemines Parish,22,75,2010,Adult obesity,11,34
LA,Plaquemines Parish,22,75,2009,Adult obesity,11,34
TN,Campbell County,47,13,2009,Adult obesity,11,34
AR,Miller County,5,91,2010,Adult obesity,11,34
AR,Nevada County,5,99,2010,Adult obesity,11,34
WA,Lewis County,53,41,2007,Adult obesity,11,34
WA,Lewis County,53,41,2009,Adult obesity,11,34
MS,Humphreys County,28,53,2004,Adult obesity,11,34
KY,Magoffin County,21,153,2010,Adult obesity,11,34
AR,Miller County,5,91,2007,Adult obesity,11,34
NE,Gage County,31,67,2010,Adult obesity,11,34
IA,Keokuk County,19,107,2009,Adult obesity,11,34
KY,Meade County,21,163,2008,Adult obesity,11,34
KY,Mercer County,21,167,2009,Adult obesity,11,34
MS,Issaquena County,28,55,2005,Adult obesity,11,34
MS,Issaquena County,28,55,2004,Adult obesity,11,34
WV,Wyoming County,54,109,2008,Adult obesity,11,34
MO,Franklin County,29,71,2010,Adult obesity,11,34
IA,Des Moines County,19,57,2009,Adult obesity,11,34
SC,Calhoun County,45,17,2008,Adult obesity,11,34
SC,Berkeley County,45,15,2007,Adult obesity,11,34
MS,Warren County,28,149,2006,Adult obesity,11,34
MS,Union County,28,145,2010,Adult obesity,11,34
AL,Colbert County,1,33,2006,Adult obesity,11,34
SC,Allendale County,45,5,2006,Adult obesity,11,34
SC,Allendale County,45,5,2005,Adult obesity,11,34
KY,Breckinridge County,21,27,2009,Adult obesity,11,34
GA,Spalding County,13,255,2010,Adult obesity,11,34
TN,Coffee County,47,31,2008,Adult obesity,11,34
OH,Champaign County,39,21,2009,Adult obesity,11,34
TN,Union County,47,173,2010,Adult obesity,11,34
KY,Carroll County,21,41,2010,Adult obesity,11,34
KS,Jewell County,20,89,2010,Adult obesity,11,34
KS,Jewell County,20,89,2009,Adult obesity,11,34
MO,Dent County,29,65,2010,Adult obesity,11,34
MD,Wicomico County,24,45,2010,Adult obesity,11,34
MD,Wicomico County,24,45,2009,Adult obesity,11,34
GA,Appling County,13,1,2010,Adult obesity,11,34
WV,Cabell County,54,11,2010,Adult obesity,11,34
AR,Desha County,5,41,2007,Adult obesity,11,34
AR,Crittenden County,5,35,2007,Adult obesity,11,34
IN,Cass County,18,17,2009,Adult obesity,11,34
IN,Carroll County,18,15,2010,Adult obesity,11,34
KS,Cowley County,20,35,2010,Adult obesity,11,34
KY,Carter County,21,43,2007,Adult obesity,11,34
TN,Tipton County,47,167,2008,Adult obesity,11,34
TN,Warren County,47,177,2010,Adult obesity,11,34
MI,Saginaw County,26,145,2007,Adult obesity,11,34
TN,Fayette County,47,47,2007,Adult obesity,11,34
TN,Dyer County,47,45,2010,Adult obesity,11,34
SC,Bamberg County,45,9,2005,Adult obesity,11,34
AR,Lonoke County,5,85,2009,Adult obesity,11,34
AR,Lawrence County,5,75,2009,Adult obesity,11,34
IA,Louisa County,19,115,2009,Adult obesity,11,34
NE,Colfax County,31,37,2010,Adult obesity,11,34
OH,Hocking County,39,73,2009,Adult obesity,11,34
GA,Taylor County,13,269,2009,Adult obesity,11,34
KS,Jefferson County,20,87,2010,Adult obesity,11,34
MS,Pontotoc County,28,115,2009,Adult obesity,11,34
AK,Bristol Bay Borough,2,60,2007,Adult obesity,11,34
AK,Bristol Bay Borough,2,60,2006,Adult obesity,11,34
AK,Bethel Census Area,2,50,2007,Adult obesity,11,34
MS,Pike County,28,113,2006,Adult obesity,11,34
IN,Pulaski County,18,131,2010,Adult obesity,11,34
IN,Pulaski County,18,131,2009,Adult obesity,11,34
TN,Franklin County,47,51,2009,Adult obesity,11,34
OH,Crawford County,39,33,2009,Adult obesity,11,34
KY,Bullitt County,21,29,2010,Adult obesity,11,34
TN,Giles County,47,55,2008,Adult obesity,11,34
TN,Gibson County,47,53,2008,Adult obesity,11,34
KS,Edwards County,20,47,2009,Adult obesity,11,34
MI,Osceola County,26,133,2010,Adult obesity,11,34
MI,Ontonagon County,26,131,2010,Adult obesity,11,34
TN,Shelby County,47,157,2009,Adult obesity,11,34
ID,Bingham County,16,11,2010,Adult obesity,11,34
ID,Bingham County,16,11,2009,Adult obesity,11,34
KS,Dickinson County,20,41,2010,Adult obesity,11,34
TN,Shelby County,47,157,2008,Adult obesity,11,34
LA,Rapides Parish,22,79,2010,Adult obesity,11,34
OR,Umatilla County,41,59,2010,Adult obesity,11,34
OR,Umatilla County,41,59,2009,Adult obesity,11,34
NE,Dakota County,31,43,2008,Adult obesity,11,34
MS,Jackson County,28,59,2008,Adult obesity,11,34
MS,Tippah County,28,139,2010,Adult obesity,11,34
AL,Coffee County,1,31,2006,Adult obesity,11,34
AL,Clay County,1,27,2009,Adult obesity,11,34
PA,Armstrong County,42,5,2009,Adult obesity,11,34
PA,Blair County,42,13,2008,Adult obesity,11,34
IN,Blackford County,18,9,2010,Adult obesity,11,34
AR,Dallas County,5,39,2009,Adult obesity,11,34
WV,Tyler County,54,95,2006,Adult obesity,11,34
AK,Lake and Peninsula Borough,2,164,2009,Adult obesity,11,34
AK,Lake and Peninsula Borough,2,164,2008,Adult obesity,11,34
AK,Lake and Peninsula Borough,2,164,2007,Adult obesity,11,34
WV,Wayne County,54,99,2006,Adult obesity,11,34
OH,Jackson County,39,79,2009,Adult obesity,11,34
KS,Elk County,20,49,2010,Adult obesity,11,34
KY,Bracken County,21,23,2010,Adult obesity,11,34
KY,Bracken County,21,23,2009,Adult obesity,11,34
MT,Big Horn County,30,3,2004,Adult obesity,11,34
KY,Marshall County,21,157,2010,Adult obesity,11,34
KY,Marion County,21,155,2010,Adult obesity,11,34
GA,Decatur County,13,87,2009,Adult obesity,11,34
GA,Crisp County,13,81,2010,Adult obesity,11,34
GA,Crisp County,13,81,2009,Adult obesity,11,34
MI,Ogemaw County,26,129,2010,Adult obesity,11,34
MI,Ogemaw County,26,129,2009,Adult obesity,11,34
WV,Wirt County,54,105,2007,Adult obesity,11,34
WV,Wetzel County,54,103,2009,Adult obesity,11,34
KY,Owen County,21,187,2010,Adult obesity,11,34
GA,Terrell County,13,273,2006,Adult obesity,11,34
AR,Lincoln County,5,79,2008,Adult obesity,11,34
WA,Skamania County,53,59,2008,Adult obesity,11,34
NE,Dakota County,31,43,2010,Adult obesity,11,34
GA,Dooly County,13,93,2009,Adult obesity,11,34
GA,Tift County,13,277,2008,Adult obesity,11,34
KY,Bullitt County,21,29,2009,Adult obesity,11,34
TN,Haywood County,47,75,2006,Adult obesity,11,34
TN,Hawkins County,47,73,2010,Adult obesity,11,34
TN,Hawkins County,47,73,2009,Adult obesity,11,34
KS,Ellsworth County,20,53,2010,Adult obesity,11,34
OH,Monroe County,39,111,2009,Adult obesity,11,34
LA,Red River Parish,22,81,2008,Adult obesity,11,34
OH,Perry County,39,127,2009,Adult obesity,11,34
OH,Ottawa County,39,123,2009,Adult obesity,11,34
KS,Franklin County,20,59,2009,Adult obesity,11,34
KS,Ford County,20,57,2010,Adult obesity,11,34
TN,Rhea County,47,143,2009,Adult obesity,11,34
AR,Dallas County,5,39,2008,Adult obesity,11,34
AR,Cross County,5,37,2009,Adult obesity,11,34
WV,Clay County,54,15,2006,Adult obesity,11,34
PA,Bradford County,42,15,2009,Adult obesity,11,34
MD,Prince George's County,24,33,2010,Adult obesity,11,34
MO,St. Louis city,29,510,2009,Adult obesity,11,34
WV,Brooke County,54,9,2010,Adult obesity,11,34
LA,Claiborne Parish,22,27,2009,Adult obesity,11,34
LA,Catahoula Parish,22,25,2009,Adult obesity,11,34
MS,Kemper County,28,69,2004,Adult obesity,11,34
MD,Prince George's County,24,33,2009,Adult obesity,11,34
LA,Webster Parish,22,119,2010,Adult obesity,11,34
KS,Stafford County,20,185,2010,Adult obesity,11,34
OH,Pickaway County,39,129,2009,Adult obesity,11,34
LA,Richland Parish,22,83,2007,Adult obesity,11,34
LA,Red River Parish,22,81,2010,Adult obesity,11,34
MI,Missaukee County,26,113,2009,Adult obesity,11,34
TN,Henry County,47,79,2009,Adult obesity,11,34
OK,Adair County,40,1,2008,Adult obesity,11,34
OH,Sandusky County,39,143,2010,Adult obesity,11,34
OH,Ross County,39,141,2010,Adult obesity,11,34
OH,Ross County,39,141,2009,Adult obesity,11,34
TN,Madison County,47,113,2009,Adult obesity,11,34
TN,Monroe County,47,123,2009,Adult obesity,11,34
TN,Meigs County,47,121,2009,Adult obesity,11,34
KS,Grant County,20,67,2010,Adult obesity,11,34
KS,Grant County,20,67,2009,Adult obesity,11,34
GA,Toombs County,13,279,2010,Adult obesity,11,34
AK,Dillingham Census Area,2,70,2009,Adult obesity,11,34
AK,Dillingham Census Area,2,70,2006,Adult obesity,11,34
WV,Wirt County,54,105,2008,Adult obesity,11,34
MI,Lapeer County,26,87,2009,Adult obesity,11,34
MI,Montcalm County,26,117,2009,Adult obesity,11,34
MS,Tate County,28,137,2007,Adult obesity,11,34
MS,Union County,28,145,2009,Adult obesity,11,34
TN,Lauderdale County,47,97,2008,Adult obesity,11,34
LA,Webster Parish,22,119,2008,Adult obesity,11,34
MD,Dorchester County,24,19,2010,Adult obesity,11,34
MD,Dorchester County,24,19,2008,Adult obesity,11,34
PA,Sullivan County,42,113,2009,Adult obesity,11,34
WV,Boone County,54,5,2007,Adult obesity,11,34
WV,Barbour County,54,1,2009,Adult obesity,11,34
MD,Charles County,24,17,2010,Adult obesity,11,34
MD,Caroline County,24,11,2010,Adult obesity,11,34
AK,Ketchikan Gateway Borough,2,130,2008,Adult obesity,11,34
WV,Tyler County,54,95,2010,Adult obesity,11,34
IN,Noble County,18,113,2010,Adult obesity,11,34
MO,Iron County,29,93,2009,Adult obesity,11,34
IN,Newton County,18,111,2010,Adult obesity,11,34
TN,Macon County,47,111,2010,Adult obesity,11,34
OH,Scioto County,39,145,2009,Adult obesity,11,34
LA,Winn Parish,22,127,2010,Adult obesity,11,34
AL,Autauga County,1,1,2009,Adult obesity,11,34
KS,Greenwood County,20,73,2009,Adult obesity,11,34
KS,Greeley County,20,71,2009,Adult obesity,11,34
MI,Mackinac County,26,97,2010,Adult obesity,11,34
GA,Upson County,13,293,2010,Adult obesity,11,34
OH,Union County,39,159,2010,Adult obesity,11,34
OH,Union County,39,159,2009,Adult obesity,11,34
TN,Lake County,47,95,2007,Adult obesity,11,34
TN,McNairy County,47,109,2008,Adult obesity,11,34
TN,McMinn County,47,107,2009,Adult obesity,11,34
TN,Marshall County,47,117,2007,Adult obesity,11,34
GA,Clayton County,13,63,2008,Adult obesity,11,34
GA,Clay County,13,61,2010,Adult obesity,11,34
WV,Braxton County,54,7,2009,Adult obesity,11,34
MT,Blaine County,30,5,2008,Adult obesity,11,34
NC,Bertie County,37,15,2005,Adult obesity,11,34
NC,Bertie County,37,15,2004,Adult obesity,11,34
KY,Knott County,21,119,2009,Adult obesity,11,34
OK,Marshall County,40,95,2010,Adult obesity,11,34
OK,Marshall County,40,95,2009,Adult obesity,11,34
SC,Laurens County,45,59,2008,Adult obesity,11,34
SC,Marion County,45,67,2006,Adult obesity,11,34
IA,Adams County,19,3,2010,Adult obesity,11,34
AL,Geneva County,1,61,2010,Adult obesity,11,34
AL,Calhoun County,1,15,2009,Adult obesity,11,34
AL,Calhoun County,1,15,2008,Adult obesity,11,34
GA,Burke County,13,33,2008,Adult obesity,11,34
GA,Butts County,13,35,2010,Adult obesity,11,34
PA,Snyder County,42,109,2010,Adult obesity,11,34
PA,Northumberland County,42,97,2010,Adult obesity,11,34
KS,Seward County,20,175,2010,Adult obesity,11,34
KY,Webster County,21,233,2008,Adult obesity,11,33
AL,Chambers County,1,17,2006,Adult obesity,11,33
AR,Hot Spring County,5,59,2010,Adult obesity,11,33
AR,Hempstead County,5,57,2008,Adult obesity,11,33
MT,Blaine County,30,5,2007,Adult obesity,11,33
MT,Blaine County,30,5,2010,Adult obesity,11,33
IN,Adams County,18,1,2009,Adult obesity,11,33
IN,Allen County,18,3,2009,Adult obesity,11,33
GA,Bulloch County,13,31,2010,Adult obesity,11,33
GA,Burke County,13,33,2007,Adult obesity,11,33
PA,Schuylkill County,42,107,2010,Adult obesity,11,33
GA,Clay County,13,61,2007,Adult obesity,11,33
GA,Clay County,13,61,2008,Adult obesity,11,33
GA,Clay County,13,61,2009,Adult obesity,11,33
PA,Forest County,42,53,2010,Adult obesity,11,33
GA,Clinch County,13,65,2009,Adult obesity,11,33
GA,Clinch County,13,65,2010,Adult obesity,11,33
MD,Caroline County,24,11,2009,Adult obesity,11,33
MS,Pearl River County,28,109,2009,Adult obesity,11,33
WV,Tyler County,54,95,2008,Adult obesity,11,33
WV,Tyler County,54,95,2009,Adult obesity,11,33
AK,Ketchikan Gateway Borough,2,130,2007,Adult obesity,11,33
TN,Houston County,47,83,2009,Adult obesity,11,33
GA,Thomas County,13,275,2010,Adult obesity,11,33
GA,Troup County,13,285,2009,Adult obesity,11,33
GA,Turner County,13,287,2010,Adult obesity,11,33
OH,Washington County,39,167,2009,Adult obesity,11,33
KY,Caldwell County,21,33,2007,Adult obesity,11,33
KY,Caldwell County,21,33,2010,Adult obesity,11,33
GA,Wayne County,13,305,2010,Adult obesity,11,33
TN,McMinn County,47,107,2007,Adult obesity,11,33
TN,McMinn County,47,107,2010,Adult obesity,11,33
TN,Lake County,47,95,2006,Adult obesity,11,33
TN,Lake County,47,95,2010,Adult obesity,11,33
OH,Pickaway County,39,129,2010,Adult obesity,11,33
MI,Monroe County,26,115,2010,Adult obesity,11,33
KS,Ford County,20,57,2009,Adult obesity,11,33
KS,Hodgeman County,20,83,2009,Adult obesity,11,33
WV,Wayne County,54,99,2008,Adult obesity,11,33
MS,Pearl River County,28,109,2010,Adult obesity,11,33
MS,Perry County,28,111,2006,Adult obesity,11,33
OH,Wyandot County,39,175,2009,Adult obesity,11,33
TN,Lauderdale County,47,97,2006,Adult obesity,11,33
TN,Meigs County,47,121,2010,Adult obesity,11,33
TN,Marshall County,47,117,2005,Adult obesity,11,33
TN,Marshall County,47,117,2006,Adult obesity,11,33
GA,Wilcox County,13,315,2009,Adult obesity,11,33
TN,Macon County,47,111,2008,Adult obesity,11,33
MO,Jackson County,29,95,2009,Adult obesity,11,33
IN,Orange County,18,117,2009,Adult obesity,11,33
OH,Logan County,39,91,2009,Adult obesity,11,33
KS,Franklin County,20,59,2010,Adult obesity,11,33
OH,Noble County,39,121,2009,Adult obesity,11,33
TN,Polk County,47,139,2009,Adult obesity,11,33
TN,Montgomery County,47,125,2009,Adult obesity,11,33
TN,Hardin County,47,71,2010,Adult obesity,11,33
TN,Hawkins County,47,73,2008,Adult obesity,11,33
GA,Tift County,13,277,2009,Adult obesity,11,33
OK,Adair County,40,1,2007,Adult obesity,11,33
TN,Henderson County,47,77,2008,Adult obesity,11,33
KS,Haskell County,20,81,2010,Adult obesity,11,33
MI,Missaukee County,26,113,2010,Adult obesity,11,33
GA,Wilkes County,13,317,2010,Adult obesity,11,33
LA,Richland Parish,22,83,2006,Adult obesity,11,33
TN,Maury County,47,119,2008,Adult obesity,11,33
TN,Maury County,47,119,2009,Adult obesity,11,33
MO,Jasper County,29,97,2010,Adult obesity,11,33
WV,Wayne County,54,99,2005,Adult obesity,11,33
KY,Owsley County,21,189,2009,Adult obesity,11,33
GA,Talbot County,13,263,2008,Adult obesity,11,33
OK,Alfalfa County,40,3,2010,Adult obesity,11,33
MS,Pike County,28,113,2004,Adult obesity,11,33
MO,Henry County,29,83,2010,Adult obesity,11,33
MO,Hickory County,29,85,2010,Adult obesity,11,33
IN,Perry County,18,123,2009,Adult obesity,11,33
KY,Pike County,21,195,2007,Adult obesity,11,33
KS,Finney County,20,55,2009,Adult obesity,11,33
KS,Finney County,20,55,2010,Adult obesity,11,33
TN,Robertson County,47,147,2010,Adult obesity,11,33
TN,Overton County,47,133,2009,Adult obesity,11,33
TN,Perry County,47,135,2008,Adult obesity,11,33
OH,Meigs County,39,105,2010,Adult obesity,11,33
TN,Smith County,47,159,2009,Adult obesity,11,33
TN,Smith County,47,159,2010,Adult obesity,11,33
TN,Stewart County,47,161,2008,Adult obesity,11,33
TN,Stewart County,47,161,2009,Adult obesity,11,33
MI,Osceola County,26,133,2009,Adult obesity,11,33
GA,Taylor County,13,269,2010,Adult obesity,11,33
TN,Hamblen County,47,63,2009,Adult obesity,11,33
TN,Giles County,47,55,2007,Adult obesity,11,33
KY,Butler County,21,31,2008,Adult obesity,11,33
KY,Butler County,21,31,2009,Adult obesity,11,33
KY,Breathitt County,21,25,2005,Adult obesity,11,33
GA,Talbot County,13,263,2007,Adult obesity,11,33
TN,Roane County,47,145,2010,Adult obesity,11,33
OH,Jackson County,39,79,2010,Adult obesity,11,33
IA,Fayette County,19,65,2009,Adult obesity,11,33
MO,Jasper County,29,97,2009,Adult obesity,11,33
TN,Trousdale County,47,169,2009,Adult obesity,11,33
KS,Cowley County,20,35,2009,Adult obesity,11,33
TN,Franklin County,47,51,2008,Adult obesity,11,33
AK,Bristol Bay Borough,2,60,2008,Adult obesity,11,33
